Frame,Class,BEV_X,BEV_Y
166,Walking,0,222
166,Walking,28,904
166,Walking,690,75
166,Walking,514,584
166,Walking,497,94
166,Walking,131,1062
166,Walking,-21,235
166,Walking,493,565
166,Walking,-67,663
166,Walking,506,-80
166,Walking,-57,373
166,Walking,568,601
166,Walking,926,289
166,Walking,339,1300
167,Driving,902,703
167,Driving,521,975
167,Driving,555,733
167,Driving,428,754
167,Driving,884,438
167,Driving,417,562
167,Driving,478,258
167,Driving,92,837
167,Driving,1118,620
167,Driving,414,1034
167,Driving,763,122
167,Driving,118,990
167,Driving,103,1074
167,Driving,406,-11
167,Driving,541,1210
167,Driving,157,372
167,Driving,504,824
167,Driving,459,447
167,Driving,133,1122
167,Driving,402,1330
167,Driving,697,577
167,Driving,743,1146
167,Driving,1076,841
167,Driving,187,878
167,Driving,960,457
167,Driving,142,875
167,Driving,171,619
167,Driving,928,463
167,Driving,986,456
167,Driving,992,972
167,Driving,709,-32
167,Driving,1005,519
167,Driving,34,1041
167,Driving,472,441
167,Driving,546,530
167,Driving,977,769
167,Driving,819,902
167,Driving,72,376
167,Driving,659,179
167,Driving,471,441
167,Driving,485,697
167,Driving,697,576
167,Driving,557,-12
167,Driving,172,621
167,Driving,504,823
167,Driving,882,143
167,Driving,961,114
167,Driving,187,878
167,Driving,929,487
167,Driving,310,47
167,Driving,958,455
167,Driving,494,1150
167,Driving,759,125
167,Driving,1076,840
167,Driving,687,142
167,Walking,613,1022
167,Walking,590,1059
167,Walking,635,998
167,Walking,19,840
167,Walking,654,984
167,Walking,-64,838
167,Walking,-11,601
167,Walking,572,485
167,Walking,13,856
167,Walking,575,1225
167,Walking,-53,762
167,Walking,1045,526
167,Walking,188,468
167,Walking,4,797
167,Walking,611,530
167,Walking,572,116
167,Walking,599,1107
167,Walking,546,555
167,Walking,540,194
167,Walking,594,382
167,Walking,457,656
167,Walking,519,197
167,Walking,-12,176
167,Walking,-35,546
167,Walking,-11,262
167,Walking,896,96
167,Walking,882,521
167,Walking,905,-63
167,Walking,940,-90
167,Walking,-55,716
167,Walking,800,508
167,Walking,782,1072
167,Walking,12,937
167,Walking,861,74
167,Walking,649,537
167,Walking,508,559
167,Walking,130,1056
167,Walking,566,627
167,Walking,492,559
167,Walking,0,226
167,Walking,-67,663
167,Walking,497,94
167,Walking,507,-73
167,Walking,24,892
167,Walking,825,1101
167,Walking,463,622
167,Walking,20,909
168,Driving,524,975
168,Driving,904,705
168,Driving,554,733
168,Driving,429,755
168,Driving,419,566
168,Driving,884,438
168,Driving,479,260
168,Driving,91,829
168,Driving,763,122
168,Driving,1118,621
168,Driving,416,1032
168,Driving,102,1068
168,Driving,407,-8
168,Driving,132,1120
168,Driving,118,983
168,Driving,157,364
168,Driving,445,421
168,Driving,541,1211
168,Driving,992,972
168,Driving,402,1330
168,Driving,471,443
168,Driving,506,824
168,Driving,1079,836
168,Driving,742,1146
168,Driving,171,611
168,Driving,697,572
168,Driving,962,114
168,Driving,960,457
168,Driving,143,868
168,Driving,33,1041
168,Driving,971,773
168,Driving,985,462
168,Driving,186,870
168,Driving,708,-31
168,Driving,880,523
168,Driving,547,531
168,Driving,929,464
168,Driving,1004,521
168,Driving,981,770
168,Driving,823,901
168,Driving,485,697
168,Driving,659,179
168,Driving,471,443
168,Driving,74,366
168,Driving,186,870
168,Driving,697,574
168,Driving,882,144
168,Driving,556,-18
168,Driving,961,113
168,Driving,596,1105
168,Driving,505,821
168,Driving,928,470
168,Driving,958,456
168,Driving,173,612
168,Driving,495,1149
168,Driving,760,127
168,Driving,971,773
168,Driving,1079,837
168,Driving,687,142
168,Walking,612,1024
168,Walking,590,1060
168,Walking,575,1228
168,Walking,635,999
168,Walking,572,487
168,Walking,655,986
168,Walking,20,845
168,Walking,-12,601
168,Walking,188,468
168,Walking,-64,838
168,Walking,-54,764
168,Walking,1040,529
168,Walking,15,859
168,Walking,610,527
168,Walking,6,801
168,Walking,520,200
168,Walking,547,558
168,Walking,13,939
168,Walking,572,119
168,Walking,781,1072
168,Walking,538,190
168,Walking,594,382
168,Walking,897,100
168,Walking,-13,173
168,Walking,457,656
168,Walking,-10,262
168,Walking,513,571
168,Walking,566,627
168,Walking,-51,506
168,Walking,648,535
168,Walking,126,1053
168,Walking,800,510
168,Walking,862,74
168,Walking,940,-90
168,Walking,-55,718
168,Walking,510,-61
168,Walking,-67,663
168,Walking,911,-61
168,Walking,508,588
168,Walking,499,104
168,Walking,-1,223
168,Walking,32,902
168,Walking,339,1302
168,Walking,13,910
168,Walking,561,1245
168,Walking,971,26
168,Walking,462,623
168,Walking,-6,145
169,Driving,521,976
169,Driving,907,705
169,Driving,554,733
169,Driving,91,822
169,Driving,419,565
169,Driving,428,754
169,Driving,763,122
169,Driving,480,264
169,Driving,884,438
169,Driving,417,1030
169,Driving,1118,622
169,Driving,406,-7
169,Driving,132,1117
169,Driving,445,425
169,Driving,115,974
169,Driving,102,1062
169,Driving,541,1210
169,Driving,510,826
169,Driving,170,603
169,Driving,158,357
169,Driving,1081,837
169,Driving,742,1146
169,Driving,186,864
169,Driving,992,972
169,Driving,142,861
169,Driving,403,1331
169,Driving,972,770
169,Driving,471,447
169,Driving,74,354
169,Driving,33,1041
169,Driving,959,459
169,Driving,696,-23
169,Driving,986,458
169,Driving,961,117
169,Driving,546,530
169,Driving,697,569
169,Driving,913,-306
169,Driving,504,-56
169,Driving,984,772
169,Driving,826,899
169,Driving,659,179
169,Driving,484,698
169,Driving,185,862
169,Driving,510,826
169,Driving,889,139
169,Driving,140,860
169,Driving,471,445
169,Driving,697,569
169,Driving,961,114
169,Driving,556,-18
169,Driving,170,601
169,Driving,596,1107
169,Driving,74,354
169,Driving,958,459
169,Driving,928,469
169,Driving,496,1148
169,Driving,1081,836
169,Driving,760,127
169,Driving,972,770
169,Driving,687,142
169,Walking,635,999
169,Walking,589,1061
169,Walking,612,1025
169,Walking,1040,530
169,Walking,572,489
169,Walking,-12,601
169,Walking,655,989
169,Walking,-70,827
169,Walking,188,468
169,Walking,15,838
169,Walking,578,1232
169,Walking,780,1070
169,Walking,-55,763
169,Walking,547,558
169,Walking,15,942
169,Walking,460,795
169,Walking,578,141
169,Walking,-10,262
169,Walking,-71,841
169,Walking,15,859
169,Walking,609,527
169,Walking,7,803
169,Walking,520,200
169,Walking,593,380
169,Walking,538,190
169,Walking,-7,184
169,Walking,455,655
169,Walking,880,520
169,Walking,-1,223
169,Walking,648,537
169,Walking,509,557
169,Walking,499,574
169,Walking,861,74
169,Walking,941,-91
169,Walking,910,-58
169,Walking,-55,718
169,Walking,510,-57
169,Walking,800,507
169,Walking,339,1302
169,Walking,125,1048
169,Walking,19,910
169,Walking,-51,506
169,Walking,-67,663
169,Walking,460,622
169,Walking,497,102
169,Walking,515,84
169,Walking,566,626
169,Walking,834,1096
169,Walking,972,20
169,Walking,814,1107
169,Walking,661,1190
169,Walking,547,92
170,Driving,520,976
170,Driving,909,707
170,Driving,554,734
170,Driving,420,568
170,Driving,480,267
170,Driving,428,754
170,Driving,763,122
170,Driving,91,817
170,Driving,884,438
170,Driving,417,1028
170,Driving,1118,622
170,Driving,408,5
170,Driving,132,1112
170,Driving,403,1330
170,Driving,1082,838
170,Driving,445,426
170,Driving,100,1055
170,Driving,114,966
170,Driving,541,1210
170,Driving,742,1146
170,Driving,973,771
170,Driving,157,352
170,Driving,511,826
170,Driving,170,594
170,Driving,992,972
170,Driving,33,1041
170,Driving,71,341
170,Driving,184,854
170,Driving,961,117
170,Driving,986,456
170,Driving,698,564
170,Driving,940,482
170,Driving,771,1129
170,Driving,709,-29
170,Driving,1004,522
170,Driving,879,522
170,Driving,913,-307
170,Driving,989,770
170,Driving,829,898
170,Driving,512,826
170,Driving,184,854
170,Driving,659,179
170,Driving,141,853
170,Driving,471,450
170,Driving,483,699
170,Driving,889,139
170,Driving,696,565
170,Driving,961,115
170,Driving,554,-23
170,Driving,170,594
170,Driving,312,20
170,Driving,594,1108
170,Driving,81,818
170,Driving,496,1146
170,Driving,760,127
170,Driving,688,142
170,Walking,1038,530
170,Walking,576,1233
170,Walking,612,1026
170,Walking,636,1005
170,Walking,588,1061
170,Walking,572,491
170,Walking,656,991
170,Walking,566,1138
170,Walking,610,532
170,Walking,-8,606
170,Walking,188,468
170,Walking,548,558
170,Walking,-66,836
170,Walking,17,840
170,Walking,780,1072
170,Walking,461,797
170,Walking,6,803
170,Walking,-58,759
170,Walking,538,190
170,Walking,578,138
170,Walking,519,200
170,Walking,-6,187
170,Walking,-9,261
170,Walking,862,74
170,Walking,593,383
170,Walking,16,860
170,Walking,-2,224
170,Walking,15,944
170,Walking,-66,699
170,Walking,941,-88
170,Walking,905,-57
170,Walking,649,542
170,Walking,506,548
170,Walking,797,494
170,Walking,510,-54
170,Walking,501,573
170,Walking,566,626
170,Walking,20,912
170,Walking,546,90
170,Walking,496,97
170,Walking,960,461
170,Walking,31,899
170,Walking,560,1245
170,Walking,-67,663
170,Walking,825,1101
170,Walking,122,214
171,Driving,911,708
171,Driving,520,975
171,Driving,554,732
171,Driving,420,568
171,Driving,418,1026
171,Driving,884,440
171,Driving,482,274
171,Driving,428,754
171,Driving,763,125
171,Driving,90,811
171,Driving,1118,622
171,Driving,129,1108
171,Driving,113,957
171,Driving,408,8
171,Driving,460,461
171,Driving,1084,839
171,Driving,410,1325
171,Driving,100,1050
171,Driving,737,1149
171,Driving,541,1210
171,Driving,157,346
171,Driving,973,768
171,Driving,30,1038
171,Driving,697,-21
171,Driving,514,825
171,Driving,770,1130
171,Driving,961,119
171,Driving,960,463
171,Driving,1004,522
171,Driving,506,-47
171,Driving,832,897
171,Driving,986,457
171,Driving,991,973
171,Driving,993,770
171,Driving,70,329
171,Driving,832,897
171,Driving,184,848
171,Driving,696,560
171,Driving,660,181
171,Driving,169,586
171,Driving,483,699
171,Driving,514,823
171,Driving,889,139
171,Driving,471,454
171,Driving,140,846
171,Driving,612,1025
171,Driving,927,489
171,Driving,553,-23
171,Driving,961,119
171,Driving,594,1108
171,Driving,497,1144
171,Driving,760,127
171,Driving,1084,837
171,Driving,688,144
171,Walking,1037,531
171,Walking,567,1141
171,Walking,587,1062
171,Walking,188,468
171,Walking,655,993
171,Walking,780,1076
171,Walking,609,533
171,Walking,-66,836
171,Walking,15,944
171,Walking,-9,607
171,Walking,20,844
171,Walking,572,491
171,Walking,579,1233
171,Walking,635,1004
171,Walking,548,558
171,Walking,-58,759
171,Walking,460,799
171,Walking,337,1301
171,Walking,592,383
171,Walking,578,135
171,Walking,-4,226
171,Walking,17,861
171,Walking,6,803
171,Walking,-9,261
171,Walking,519,197
171,Walking,796,493
171,Walking,862,76
171,Walking,-5,189
171,Walking,537,188
171,Walking,940,-84
171,Walking,-58,716
171,Walking,906,-58
171,Walking,509,587
171,Walking,649,545
171,Walking,509,548
171,Walking,567,626
171,Walking,878,522
171,Walking,24,910
171,Walking,496,97
171,Walking,510,-54
171,Walking,466,635
171,Walking,825,1101
171,Walking,306,-12
171,Walking,26,892
171,Walking,834,1096
171,Walking,560,1245
171,Walking,-67,663
171,Walking,515,87
171,Walking,546,90
171,Walking,567,598
172,Driving,520,975
172,Driving,914,710
172,Driving,554,734
172,Driving,421,571
172,Driving,419,1025
172,Driving,89,803
172,Driving,884,443
172,Driving,428,754
172,Driving,763,125
172,Driving,482,276
172,Driving,1086,839
172,Driving,1117,623
172,Driving,445,430
172,Driving,409,14
172,Driving,98,1044
172,Driving,126,1103
172,Driving,113,951
172,Driving,410,1325
172,Driving,156,338
172,Driving,540,1210
172,Driving,737,1149
172,Driving,980,765
172,Driving,515,822
172,Driving,183,840
172,Driving,142,839
172,Driving,30,1038
172,Driving,697,-21
172,Driving,992,973
172,Driving,769,1131
172,Driving,954,465
172,Driving,507,-41
172,Driving,1004,522
172,Driving,961,119
172,Driving,986,457
172,Driving,998,772
172,Driving,835,895
172,Driving,70,316
172,Driving,183,840
172,Driving,928,490
172,Driving,660,181
172,Driving,484,698
172,Driving,696,555
172,Driving,141,839
172,Driving,170,579
172,Driving,889,141
172,Driving,461,465
172,Driving,515,821
172,Driving,593,1109
172,Driving,961,120
172,Driving,553,-26
172,Driving,80,808
172,Driving,498,1143
172,Driving,759,128
172,Driving,688,144
172,Walking,1037,531
172,Walking,586,1063
172,Walking,635,1003
172,Walking,609,531
172,Walking,655,993
172,Walking,779,1074
172,Walking,188,470
172,Walking,-66,836
172,Walking,572,493
172,Walking,21,846
172,Walking,579,1234
172,Walking,567,1143
172,Walking,611,1026
172,Walking,17,947
172,Walking,592,385
172,Walking,-10,605
172,Walking,15,862
172,Walking,548,559
172,Walking,-11,259
172,Walking,-58,757
172,Walking,457,664
172,Walking,337,1302
172,Walking,458,798
172,Walking,4,803
172,Walking,579,137
172,Walking,-5,190
172,Walking,-3,225
172,Walking,517,193
172,Walking,797,492
172,Walking,650,550
172,Walking,568,626
172,Walking,959,428
172,Walking,537,190
172,Walking,876,525
172,Walking,26,908
172,Walking,940,-84
172,Walking,861,77
172,Walking,511,552
172,Walking,905,-57
172,Walking,458,625
172,Walking,-67,663
172,Walking,510,-54
172,Walking,504,575
172,Walking,495,98
172,Walking,825,1101
172,Walking,-66,699
172,Walking,-5,156
172,Walking,495,568
172,Walking,813,1107
172,Walking,971,26
172,Walking,-55,378
172,Walking,154,57
173,Driving,916,711
173,Driving,520,975
173,Driving,554,733
173,Driving,421,571
173,Driving,428,754
173,Driving,420,1023
173,Driving,89,796
173,Driving,483,283
173,Driving,884,443
173,Driving,763,125
173,Driving,1117,623
173,Driving,405,1330
173,Driving,446,434
173,Driving,409,18
173,Driving,1087,841
173,Driving,112,943
173,Driving,98,1038
173,Driving,124,1095
173,Driving,540,1211
173,Driving,183,832
173,Driving,736,1149
173,Driving,515,819
173,Driving,157,331
173,Driving,982,765
173,Driving,139,832
173,Driving,992,973
173,Driving,30,1038
173,Driving,699,-19
173,Driving,962,121
173,Driving,954,463
173,Driving,839,895
173,Driving,162,1158
173,Driving,1004,524
173,Driving,834,1096
173,Driving,986,459
173,Driving,661,1190
173,Driving,767,1131
173,Driving,1001,772
173,Driving,838,894
173,Driving,69,304
173,Driving,182,831
173,Driving,515,819
173,Driving,139,834
173,Driving,660,181
173,Driving,482,699
173,Driving,696,552
173,Driving,927,491
173,Driving,472,460
173,Driving,882,148
173,Driving,593,1112
173,Driving,444,429
173,Driving,171,572
173,Driving,123,1096
173,Driving,553,-26
173,Driving,962,121
173,Driving,499,1142
173,Driving,759,130
173,Driving,1088,839
173,Driving,689,146
173,Walking,1035,531
173,Walking,778,1073
173,Walking,654,994
173,Walking,22,847
173,Walking,188,470
173,Walking,609,533
173,Walking,571,493
173,Walking,634,1002
173,Walking,335,1302
173,Walking,-66,836
173,Walking,17,947
173,Walking,611,1026
173,Walking,579,1235
173,Walking,13,860
173,Walking,456,799
173,Walking,-10,258
173,Walking,-11,604
173,Walking,564,1146
173,Walking,584,1064
173,Walking,593,391
173,Walking,-8,801
173,Walking,579,139
173,Walking,-5,190
173,Walking,650,551
173,Walking,-4,226
173,Walking,548,559
173,Walking,521,205
173,Walking,2,804
173,Walking,959,428
173,Walking,539,195
173,Walking,897,100
173,Walking,568,625
173,Walking,795,493
173,Walking,24,908
173,Walking,512,554
173,Walking,863,75
173,Walking,502,570
173,Walking,873,527
173,Walking,510,-54
173,Walking,497,105
173,Walking,941,-82
173,Walking,905,-60
173,Walking,-56,375
173,Walking,813,1107
173,Walking,34,903
173,Walking,971,26
173,Walking,-69,661
173,Walking,-5,156
173,Walking,515,84
173,Walking,-67,698
173,Walking,494,567
173,Walking,305,-30
174,Driving,520,976
174,Driving,919,711
174,Driving,554,733
174,Driving,883,443
174,Driving,428,754
174,Driving,422,572
174,Driving,421,1021
174,Driving,484,288
174,Driving,763,125
174,Driving,88,789
174,Driving,405,1328
174,Driving,1117,625
174,Driving,446,434
174,Driving,123,1089
174,Driving,410,28
174,Driving,991,974
174,Driving,112,935
174,Driving,1089,841
174,Driving,516,819
174,Driving,96,1032
174,Driving,984,764
174,Driving,736,1149
174,Driving,699,-16
174,Driving,158,325
174,Driving,160,1154
174,Driving,540,1211
174,Driving,954,463
174,Driving,139,825
174,Driving,29,1038
174,Driving,961,122
174,Driving,70,294
174,Driving,181,823
174,Driving,841,894
174,Driving,170,565
174,Driving,833,1096
174,Driving,661,1190
174,Driving,926,491
174,Driving,1007,770
174,Driving,842,892
174,Driving,182,823
174,Driving,139,826
174,Driving,172,566
174,Driving,516,820
174,Driving,483,699
174,Driving,660,181
174,Driving,472,464
174,Driving,882,148
174,Driving,582,1062
174,Driving,593,1112
174,Driving,696,547
174,Driving,70,294
174,Driving,927,492
174,Driving,960,118
174,Driving,316,-8
174,Driving,552,-29
174,Driving,540,1211
174,Driving,759,130
174,Driving,500,1141
174,Driving,759,130
174,Driving,688,144
174,Walking,1035,530
174,Walking,653,995
174,Walking,188,470
174,Walking,635,1005
174,Walking,572,1239
174,Walking,571,493
174,Walking,21,848
174,Walking,777,1076
174,Walking,609,533
174,Walking,-66,836
174,Walking,567,1146
174,Walking,610,1025
174,Walking,1,805
174,Walking,872,527
174,Walking,593,396
174,Walking,0,233
174,Walking,13,862
174,Walking,-9,607
174,Walking,-4,193
174,Walking,16,948
174,Walking,-60,756
174,Walking,-11,256
174,Walking,453,796
174,Walking,460,675
174,Walking,579,137
174,Walking,25,909
174,Walking,959,430
174,Walking,548,557
174,Walking,690,511
174,Walking,794,492
174,Walking,897,100
174,Walking,650,553
174,Walking,522,214
174,Walking,568,625
174,Walking,510,549
174,Walking,456,626
174,Walking,539,198
174,Walking,506,563
174,Walking,33,904
174,Walking,512,-38
174,Walking,-2,161
174,Walking,862,79
174,Walking,905,-60
174,Walking,497,105
174,Walking,-55,378
174,Walking,941,-79
174,Walking,492,564
174,Walking,971,26
174,Walking,184,1140
174,Walking,-68,698
174,Walking,547,95
174,Walking,813,1107
174,Walking,516,89
175,Driving,921,713
175,Driving,520,976
175,Driving,554,733
175,Driving,883,442
175,Driving,422,1020
175,Driving,428,754
175,Driving,422,574
175,Driving,88,782
175,Driving,483,288
175,Driving,763,125
175,Driving,405,1328
175,Driving,991,976
175,Driving,410,31
175,Driving,445,436
175,Driving,1117,625
175,Driving,1090,842
175,Driving,110,926
175,Driving,96,1027
175,Driving,123,1081
175,Driving,517,818
175,Driving,736,1149
175,Driving,157,319
175,Driving,699,-16
175,Driving,986,765
175,Driving,540,1211
175,Driving,954,462
175,Driving,138,818
175,Driving,169,557
175,Driving,29,1038
175,Driving,961,122
175,Driving,1003,525
175,Driving,183,817
175,Driving,833,1096
175,Driving,161,1153
175,Driving,928,464
175,Driving,661,1190
175,Driving,985,462
175,Driving,844,892
175,Driving,1010,770
175,Driving,69,282
175,Driving,139,819
175,Driving,183,819
175,Driving,170,556
175,Driving,483,700
175,Driving,472,468
175,Driving,882,151
175,Driving,660,184
175,Driving,845,893
175,Driving,592,1110
175,Driving,610,1025
175,Driving,517,818
175,Driving,695,545
175,Driving,961,122
175,Driving,927,490
175,Driving,551,-31
175,Driving,567,1147
175,Driving,761,129
175,Driving,501,1139
175,Driving,760,129
175,Walking,653,995
175,Walking,1035,530
175,Walking,637,1012
175,Walking,-8,608
175,Walking,775,1076
175,Walking,188,470
175,Walking,582,1065
175,Walking,-67,835
175,Walking,-1,807
175,Walking,871,528
175,Walking,12,862
175,Walking,571,494
175,Walking,610,536
175,Walking,-60,754
175,Walking,0,236
175,Walking,-13,250
175,Walking,22,849
175,Walking,573,1238
175,Walking,453,799
175,Walking,-6,190
175,Walking,549,560
175,Walking,593,398
175,Walking,581,144
175,Walking,25,911
175,Walking,523,217
175,Walking,650,555
175,Walking,959,431
175,Walking,897,100
175,Walking,793,493
175,Walking,512,564
175,Walking,695,533
175,Walking,507,562
175,Walking,539,200
175,Walking,568,625
175,Walking,454,624
175,Walking,690,83
175,Walking,-69,661
175,Walking,512,-38
175,Walking,549,102
175,Walking,862,79
175,Walking,-5,156
175,Walking,497,109
175,Walking,970,27
175,Walking,813,1107
175,Walking,17,949
175,Walking,-69,699
175,Walking,495,573
175,Walking,904,-60
175,Walking,186,1140
175,Walking,-51,384
175,Walking,941,-79
175,Walking,994,145
175,Walking,516,90
175,Walking,475,636
176,Driving,-34,251
176,Driving,520,975
176,Driving,923,714
176,Driving,554,733
176,Driving,428,754
176,Driving,423,1019
176,Driving,883,442
176,Driving,423,575
176,Driving,485,294
176,Driving,87,775
176,Driving,1117,626
176,Driving,763,127
176,Driving,406,1328
176,Driving,409,29
176,Driving,445,436
176,Driving,991,975
176,Driving,1093,840
176,Driving,123,1075
176,Driving,110,919
176,Driving,518,816
176,Driving,95,1021
176,Driving,736,1149
176,Driving,540,1211
176,Driving,157,313
176,Driving,959,462
176,Driving,171,1156
176,Driving,699,-16
176,Driving,928,466
176,Driving,28,1037
176,Driving,1003,525
176,Driving,961,124
176,Driving,833,1096
176,Driving,509,-32
176,Driving,61,277
176,Driving,1014,769
176,Driving,69,269
176,Driving,137,812
176,Driving,848,890
176,Driving,169,546
176,Driving,180,808
176,Driving,888,146
176,Driving,484,698
176,Driving,660,184
176,Driving,694,542
176,Driving,472,470
176,Driving,518,816
176,Driving,961,124
176,Driving,318,-17
176,Driving,756,537
176,Driving,927,492
176,Driving,550,-34
176,Driving,566,1148
176,Driving,502,1137
176,Driving,760,129
176,Walking,582,1065
176,Walking,652,996
176,Walking,1034,532
176,Walking,774,1076
176,Walking,188,470
176,Walking,-72,828
176,Walking,572,1239
176,Walking,570,494
176,Walking,638,1016
176,Walking,610,1030
176,Walking,-5,805
176,Walking,451,800
176,Walking,609,536
176,Walking,-61,752
176,Walking,-9,609
176,Walking,0,234
176,Walking,21,850
176,Walking,479,695
176,Walking,869,529
176,Walking,-73,838
176,Walking,-13,250
176,Walking,592,400
176,Walking,-7,191
176,Walking,24,911
176,Walking,582,143
176,Walking,465,685
176,Walking,523,217
176,Walking,549,557
176,Walking,11,863
176,Walking,509,563
176,Walking,512,543
176,Walking,599,1127
176,Walking,689,84
176,Walking,692,518
176,Walking,568,625
176,Walking,650,557
176,Walking,539,203
176,Walking,452,624
176,Walking,583,1109
176,Walking,513,-35
176,Walking,792,497
176,Walking,862,79
176,Walking,498,111
176,Walking,904,-57
176,Walking,-2,157
176,Walking,15,948
176,Walking,184,1135
176,Walking,-69,699
176,Walking,493,571
176,Walking,515,87
176,Walking,549,105
176,Walking,95,167
176,Walking,813,1107
176,Walking,-54,497
176,Walking,941,-79
176,Walking,-69,660
177,Driving,520,975
177,Driving,926,716
177,Driving,425,1018
177,Driving,554,734
177,Driving,428,754
177,Driving,423,575
177,Driving,486,296
177,Driving,883,442
177,Driving,87,768
177,Driving,1117,626
177,Driving,407,1327
177,Driving,763,127
177,Driving,408,29
177,Driving,1095,836
177,Driving,109,911
177,Driving,446,440
177,Driving,991,975
177,Driving,96,1016
177,Driving,124,1068
177,Driving,520,815
177,Driving,169,1152
177,Driving,27,1036
177,Driving,741,1146
177,Driving,157,308
177,Driving,699,-16
177,Driving,71,257
177,Driving,959,462
177,Driving,928,466
177,Driving,540,1211
177,Driving,508,-32
177,Driving,961,124
177,Driving,850,889
177,Driving,985,462
177,Driving,1003,527
177,Driving,833,1096
177,Driving,1017,771
177,Driving,851,888
177,Driving,179,800
177,Driving,136,804
177,Driving,70,255
177,Driving,520,816
177,Driving,484,698
177,Driving,696,536
177,Driving,660,184
177,Driving,612,1036
177,Driving,889,146
177,Driving,122,1066
177,Driving,597,1124
177,Driving,961,117
177,Driving,472,472
177,Driving,170,540
177,Driving,444,437
177,Driving,927,477
177,Driving,565,1148
177,Driving,550,-34
177,Driving,318,-25
177,Driving,502,1135
177,Driving,759,132
177,Walking,1034,532
177,Walking,651,996
177,Walking,773,1076
177,Walking,-1,807
177,Walking,-75,824
177,Walking,188,470
177,Walking,571,1239
177,Walking,21,850
177,Walking,581,1066
177,Walking,-9,609
177,Walking,-61,752
177,Walking,869,529
177,Walking,639,1019
177,Walking,449,799
177,Walking,610,542
177,Walking,569,494
177,Walking,0,236
177,Walking,-73,838
177,Walking,11,863
177,Walking,593,402
177,Walking,-9,189
177,Walking,-14,247
177,Walking,462,684
177,Walking,550,563
177,Walking,510,564
177,Walking,582,140
177,Walking,523,222
177,Walking,13,950
177,Walking,451,624
177,Walking,24,911
177,Walking,513,540
177,Walking,791,498
177,Walking,568,625
177,Walking,649,560
177,Walking,862,81
177,Walking,185,1135
177,Walking,538,198
177,Walking,512,-38
177,Walking,813,1108
177,Walking,905,-51
177,Walking,969,30
177,Walking,518,100
177,Walking,499,117
177,Walking,-2,158
177,Walking,934,388
177,Walking,691,83
177,Walking,490,565
177,Walking,660,1191
177,Walking,-54,497
177,Walking,-70,697
178,Driving,928,716
178,Driving,520,975
178,Driving,425,1016
178,Driving,553,734
178,Driving,428,754
178,Driving,424,578
178,Driving,486,299
178,Driving,1117,627
178,Driving,85,760
178,Driving,883,445
178,Driving,408,1328
178,Driving,763,127
178,Driving,410,41
178,Driving,1097,833
178,Driving,444,437
178,Driving,166,1150
178,Driving,108,904
178,Driving,122,1060
178,Driving,539,1210
178,Driving,93,1009
178,Driving,736,1149
178,Driving,991,975
178,Driving,26,1035
178,Driving,699,-13
178,Driving,958,464
178,Driving,156,302
178,Driving,927,492
178,Driving,961,126
178,Driving,985,470
178,Driving,829,1098
178,Driving,508,-32
178,Driving,1003,527
178,Driving,913,-289
178,Driving,854,888
178,Driving,1022,770
178,Driving,178,792
178,Driving,136,797
178,Driving,522,814
178,Driving,854,887
178,Driving,70,245
178,Driving,168,530
178,Driving,472,478
178,Driving,889,146
178,Driving,485,699
178,Driving,660,186
178,Driving,695,531
178,Driving,960,118
178,Driving,111,902
178,Driving,598,1127
178,Driving,927,476
178,Driving,549,-37
178,Driving,564,1148
178,Driving,443,442
178,Driving,183,464
178,Driving,155,300
178,Driving,503,1134
178,Driving,759,135
178,Walking,612,1039
178,Walking,-1,807
178,Walking,772,1076
178,Walking,-75,826
178,Walking,570,1240
178,Walking,639,1021
178,Walking,581,1069
178,Walking,21,852
178,Walking,1033,532
178,Walking,-11,609
178,Walking,-61,752
178,Walking,652,1002
178,Walking,448,802
178,Walking,610,542
178,Walking,7,862
178,Walking,-74,837
178,Walking,571,499
178,Walking,0,236
178,Walking,593,403
178,Walking,-14,247
178,Walking,460,680
178,Walking,508,565
178,Walking,552,569
178,Walking,-8,192
178,Walking,905,-51
178,Walking,583,142
178,Walking,868,528
178,Walking,862,82
178,Walking,789,498
178,Walking,10,948
178,Walking,516,540
178,Walking,523,222
178,Walking,-55,494
178,Walking,649,560
178,Walking,-3,158
178,Walking,453,628
178,Walking,25,911
178,Walking,20,920
178,Walking,538,198
178,Walking,568,627
178,Walking,519,106
178,Walking,-70,697
178,Walking,189,1136
178,Walking,489,568
178,Walking,922,-57
178,Walking,942,-76
178,Walking,660,1191
178,Walking,687,88
178,Walking,813,1108
178,Walking,549,108
178,Walking,499,117
178,Walking,994,149
178,Walking,317,-36
179,Driving,931,719
179,Driving,519,974
179,Driving,554,733
179,Driving,425,1014
179,Driving,487,303
179,Driving,427,754
179,Driving,412,548
179,Driving,1117,627
179,Driving,85,754
179,Driving,883,445
179,Driving,409,1328
179,Driving,763,127
179,Driving,410,48
179,Driving,107,895
179,Driving,123,1053
179,Driving,1099,832
179,Driving,447,444
179,Driving,172,1149
179,Driving,539,1210
179,Driving,26,1035
179,Driving,736,1149
179,Driving,154,295
179,Driving,90,1001
179,Driving,927,468
179,Driving,69,235
179,Driving,699,-13
179,Driving,957,466
179,Driving,991,975
179,Driving,960,127
179,Driving,-418,276
179,Driving,984,474
179,Driving,1026,772
179,Driving,525,814
179,Driving,136,790
179,Driving,178,785
179,Driving,857,888
